key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,criteria_1,criteria_2,criteria_3,criteria_4
rayyan-222135200,Harnessing Artificial Intelligence for Business Competitiveness in Achieving Sustainable Development Goals,2023,,,Journal of Asia-Pacific Business,10599231 (ISSN),24,3,149-169,"Senadjki, A. and Ogbeibu, S. and Mohd, S. and Hui Nee, A.Y. and Awal, I.M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161552090&doi=10.1080%2f10599231.2023.2220603&partnerID=40&md5=98d1176061ddd23332838f5ecf4bb452,English,Routledge,"[""Faculty of Business and Finance, Universiti Tunku Abdul Rahman, Kampar, Malaysia"", ""School of Management/Faculty of Management, Law and Social Sciences, University of Bradford, Bradford, United Kingdom"", ""Department of Economics, School of Social Sciences, Universiti Sains Malaysia, Pulau Pinang, Minden, Malaysia""]","This study investigates Artificial Intelligence (Awareness, Knowledge, Empowerment, Implementation) on competitiveness and the mediating role of innovations (Social Innovation, Environmental Innovation, and Technological Innovation). We employed the Open Innovation theory (OIT). The data from 480 SMEs were analyzed using SmartPLS. The findings elucidate that the relationship between AI (awareness, empowerment, implementation) and competitiveness is positively significant. Also, there is a partial mediation effect between AI awareness and competitiveness. Technological innovation partially mediates between AI (Implementation and Knowledge) and competitiveness. Policymakers should initiate strategies to integrate AI innovations. The study extends the OIT to create new technological, social and environmental innovations. © 2023 Taylor & Francis Group, LLC.",,10.1080/10599231.2023.2220603,Artificial intelligence (AI);economic growth;innovation;SME’s competitiveness;technology;artificial intelligence;competitiveness;economic growth;innovation;small and medium-sized enterprise;Sustainable Development Goal;technological development,,,True,True,False,False
rayyan-222135201,From theory to practice: Experiences in academic support of AI projects in SMEs,2023,,,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",16175468 (ISSN); 978-388579731-9 (ISBN),,,1817-1828,"Bäumer, F.S. and Brandt-Pook, H. and Maoro, F. and Schultenkämper, S. and Stecker, B. and Klein M. and Gesellschaft fur Informatik, Anna-Louisa-Karsch-Strasse 2, Berlin and Krupka D. and Gesellschaft fur Informatik, Anna-Louisa-Karsch-Strasse 2, Berlin and Winter C. and Gesellschaft fur Informatik, Ahrstrasse 45, Bonn and Wohlgemuth V.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181057399&partnerID=40&md5=99e0b6fae866e845cfa48361e199a23e,German,Gesellschaft fur Informatik (GI),"Hochschule Bielefeld, Interaktion 1, Bielefeld, 33619, Germany",,,,Könstliche Intelligenz;Theorie-Praxis-Transfer,,,False,False,False,False
rayyan-222135202,The Impact of Digital Media and Artificial Intelligence on the SMEs in Developing Countries: An Exploratory Desk Study,2022,,,"Proceedings - 2022 8th International Conference on Information Management, ICIM 2022",978-166545174-1 (ISBN),,,207-211,"Faruk, O. and Haque, N. and Heuermann, A. and Al Noman, A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137034838&doi=10.1109%2fICIM56520.2022.00045&partnerID=40&md5=77158bb06610cbd2351ac8dbadb43296,English,Institute of Electrical and Electronics Engineers Inc.,"[""University of Bremen, Bremen, Germany"", ""Noakhali Science and Technology University, Noakhali, Bangladesh"", ""Biba - Bremer Institut für Produktion und Logistik GmbH, University of Bremen, Bremen, Germany""]","With the era of globalization and the technological revolution, the significance of digitalization has been increasing as it has been incorporated in all types of enterprises, especially small-medium enterprises. As digitalization has enabled these business corporations to form a strategic mechanism that is allowing these companies modern and technological ways to enact and execute business operations by increased connectivity and collaboration. However, it has been implied that most SMEs are facing enormous challenges in evolving a coherent digital transformation, as it also involves digital media and artificial intelligence. Digital media has a strong impact on SMEs, as it proves beneficial in the growth of the business, increasing brand awareness. The most common challenges faced by the companies are the changes in the internal practices and processes of the company, and the mobilization of the business resources, which requires a large investment. Therefore, the objective of the research is to analyze the impact of digital media and artificial intelligence on the SMEs of developing countries, and the services offered by the digital media and AI to these enterprises. The research is based on a secondary research method, including desk research and an extensive previous literature review, from several data sources. The study provides an insight into the innovative characteristics of digital media and AI on the SMEs, presenting some recommendations to the SMEs to develop means to effectively incorporate digital media and AI.  © 2022 IEEE.",,10.1109/ICIM56520.2022.00045,Artificial Intelligence;Digital Media;SMEs;Artificial intelligence;Developing countries;Brand awareness;Business operation;Business resources;Digital transformation;Globalisation;Mobilisation;Secondary researches;Small medium enterprise;SME;Technological revolution;Digital storage,,,True,True,False,False
rayyan-222135203,AI-Smart Factory: Design and verification of Korean SME AI smart factory using level diagnosis system,2023,,,Procedia Computer Science,18770509 (ISSN),224,,169-179,"Park, B. and Kim, T. and Jong-Pil, J. and Shakshuki E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179127141&doi=10.1016%2fj.procs.2023.09.025&partnerID=40&md5=36bbbf6e5ec48ec025acd1147f399817,English,Elsevier B.V.,"[""College of Sport Science, Sungkyunkwan University, 2066 Seobu ro, Jangan gu, Suwon-si, 16419, South Korea"", ""Department of Smart Factory Convergence, Sungkyunkwan University, 2066 Seobu-ro, Jangan-gu, Suwon-si, 16419, South Korea""]","This paper presents a new AI-based smart factory construction model for SMEs based on the Korean manufacturing industry and proposes an effective construction process that implements the informatization, automation, and intelligentization characteristics of smart factories. The Korean AI-based smart factory construction process starts with the accumulation of digital information by attaching sensors to the manufacturing processs, and then creates a customized AI model for the company through cloud accumulation of sensor data and big data analysis through CNN techniques. The Korean SME Smart Factory is an AI-based smart factory through AHP analysis and smart factory level diagnosis system, which is a construction process, which means a consumer-oriented intelligent factory that combines next-generation digital technology and manufacturing technology beyond the existing level of factory automation (FA). Various products can be produced on one production line, and modularization is expected to change from mass orders to individual flexible production systems. The transition to smart factories is expected to dramatically improve the productivity of manufacturing, as well as realize energy savings and a more human-centered work environment. By monitoring and controlling manufacturing sites in a virtual space, it is expected to facilitate factory management and lead to improved quality and cost competitiveness. Keywords: AI Smart Factory, Level Diagnosis System, Korean SMEs, AHP Analysis. © 2023 Elsevier B.V.. All rights reserved.",,10.1016/j.procs.2023.09.025,Auto-Focusing;Ellipsometer;Machine Vision;Semiconductor;Wafer stage;Energy conservation;Factory automation;Hierarchical systems;Industrial plants;Modular construction;Production control;Quality control;Auto-focusing;Construction model;Construction process;Diagnose system;Ellipsometers;Factory design;Informatization;Machine-vision;Manufacturing industries;Wafer stage;Computer vision,,,True,True,False,False
rayyan-222135204,Use of artificial intelligence by SMEs in the nonwovens industry,2022,,,Technische Textilien,03233243 (ISSN),65,2,82-83,"Kins, R. and Cloppenburg, F. and Mobitz, C. and Pohimeyer, F. and Cries, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134259651&doi=10.51202%2f0323-3243-2022-2-082&partnerID=40&md5=978a53c4cd017e2b98c6043d39c22127,German,Deutscher Fachverlag GmbH,"Institut für Textiltechnik der RWTH Aachen University (ITA), Aachen, Germany","Im Bereich von Industrie 4.0 wurden in den vergangenen Jahren große Fortschritte erzielt. Insbesondere für KMU - auch in der Vliesstoffbranche - ist es schwierig, Schritt zu halten. Dieser Artikel geht auf die Schwierigkeiten von KMU ein und zeigt Lösungen auf, wie diese gemeinsam mit Partnern aus der Forschung überwunden werden können.",,10.51202/0323-3243-2022-2-082,Nonwovens industries,,,False,True,False,False
rayyan-222135205,SME Internationalization and Export Performance: A Systematic Review with Bibliometric Analysis,2023,,,Sustainability (Switzerland),20711050 (ISSN),15,11,,"Calheiros-Lobo, N. and Vasconcelos Ferreira, J. and Au-Yong-Oliveira, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163106700&doi=10.3390%2fsu15118473&partnerID=40&md5=45a7cec09e420a82cb6abba4ddf0d3b4,English,MDPI,"[""Research Unit on Governance, Competitiveness and Public Policies (GOVCOPP), Department of Economics, Management, Industrial Engineering and Tourism (DEGEIT), University of Aveiro, Aveiro, 3810-193, Portugal"", ""Institute for Systems and Computer Engineering, Technology and Science (INESC TEC), Porto, 4200-465, Portugal""]","Building from the authors’ plan to conceptualize an artificial intelligence (AI) solution that allows SME owners to make more sustainable choices in foreign-market-entry decisions, this systematic literature review (SLR) researches the state-of-the-art in SME internationalization from 1920 to 2023 (since 2014 in more depth). The authors gather all articles in Scopus, tagged with the keyword internationalization (25,303 as of January 2023), order them by citations, and download the top 2000 papers’ metadata for analysis and debate, then narrow it to reviews and SMEs, and use bibliometric visualization and qualitative data analysis software (VOSviewer and NVivo) to identify the key players and determinants of export performance/intensity, and finally draw conclusions. The results reveal key internationalization theories, top authors, reviews, and sources and expand Werner´s determinants via several tables and figures. The findings reveal the rise of relevance regarding theories related to social narratives and corporate activism, but also show that there is still much to do in SME internationalization, namely on what makes a small firm well established in their native market and have success in other countries. The contribution to science is an update on the topic and the pinpointing of several trends and gaps, such as a focus on services, theory integration, longitudinal studies between antecedents and performance, strategic fit versus opportunism, network theory on niche marketing, born-“glocal” strategies, disruptive technologies, and discourse variables, for the future of SME export success. © 2023 by the authors.",,10.3390/su15118473,bibliometric analysis;determinants of export performance;export performance;foreign market entry;internationalization;NVivo;SME;systematic literature review;VOSviewer;artificial intelligence;export;globalization;literature review;market conditions;small and medium-sized enterprise;strategic approach,,,True,True,False,False
rayyan-222135206,Impact of Business Analytics and Decision Support Systems on E-commerce in SMEs,2023,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),03029743 (ISSN); 978-981992232-1 (ISBN),13864,,344-361,"Almtiri, Z. and Miah, S.J. and Noman, N. and Hsu C. and Xu M. and Cao H. and Baghban H. and Shawkat Ali A.B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161459347&doi=10.1007%2f978-981-99-2233-8_25&partnerID=40&md5=842718a8721338327ef42a3a94cc0bd6,English,Springer Science and Business Media Deutschland GmbH,"[""Department of Management Information Systems, Taif University, Taif, Saudi Arabia"", ""Newcastle Business School, University of Newcastle, Newcastle, NSW, Australia"", ""School of Information and Physical Sciences, University of Newcastle, Newcastle, NSW, Australia""]","With the advancement in the marketing channel, the use of e-commerce has increased tremendously therefore the basic objective of this study is to analyze the impact of business analytics and decision support systems on e-commerce in small and medium enterprises. Small and medium enterprises are becoming a priority for economies as by implementing some policies and regulations these businesses could encourage gain development on an international level. The objective of this study is to analyze the impact of business analytics and decision support systems on e-commerce in small and medium enterprises that investigate the relationship between business analytics and decision support systems in e-commerce businesses. To evaluate the impact of both on e-commerce the, descriptive analysis approach is adopted that reviews the research of different scholars who adopted different plans and strategies to predict the relationship between e-commerce and business analytics. The study contributes to the literature by examining the impact of business analytics in SMEs and provides a comprehensive understanding of its relationship with the decision support system. After analyzing the impact of business analytics and decision support system in SMEs, the research also highlights some limitations and provide future recommendations that are helpful to overcome these limitations. © 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.",,10.1007/978-981-99-2233-8_25,Business Analytics;Decision support system (DSS);E-commerce;Enterprise resource planning (ERP);ICT;SMEs;Artificial intelligence;Electronic commerce;Enterprise resource planning;Business analytics;Business decisions;Decision support system;E- commerces;E-commerce in SME;Enterprise resource planning;Enterprise resources planning;ICT;Small-and-medium enterprise;SME;Decision support systems,,,False,True,False,False
rayyan-222135207,Strategizing about AI technology adoption: Implications for small and medium-sized enterprises,2023,,,Strategic Direction,02580543 (ISSN),39,7,30-32,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164477235&doi=10.1108%2fSD-06-2023-0076&partnerID=40&md5=a2a793d8f6c59c153029c453c8783889,English,Emerald Publishing,,"Purpose: This paper aims to review the latest management developments across the globe and pinpoint practical implications from cutting-edge research and case studies. Design/methodology/approach: This briefing is prepared by an independent writer who adds their own impartial comments and places the articles in context. Findings: The paper develops a strategic decision-making framework that introduces six types of AI strategies, that can inform SMEs Originality/value: The briefing saves busy executives, strategists, and researchers hours of reading time by selecting only the very best, most pertinent information and presenting it in a condensed and easy-to-digest format. © 2023, Emerald Publishing Limited.",,10.1108/SD-06-2023-0076,Artificial intelligence strategy;Business strategy;SME,,,True,True,False,False
rayyan-222135208,SMEs’ Adoption of Artificial Intelligence-Chatbots for Marketing Communication: A Conceptual Framework for an Emerging Economy,2022,,,Palgrave Studies of Marketing in Emerging Economies,27305554 (ISSN),,,25-53,"Mokhtar, S.S.M. and Salimon, M.G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173937631&doi=10.1007%2f978-3-030-95581-6_2&partnerID=40&md5=8af670a568841a61cb7a2225c9796888,English,Palgrave Macmillan,"Department of Marketing, School of Business Management, Universiti Utara Malaysia, Kedah, Malaysia","Marketing communication is central to the success of any organisation. To communicate and engage customers effectively, organisations like SMEs need to adopt novel technology. Artificial intelligence, though not new, has brought about the emergence of chatbots, which big organisations have largely adopted. However, literature has shown that SMEs are lagging in the adoption of chatbots as most previous studies were also conducted among large organisations. Hence, this study proposes a conceptual framework based on an integrated Technology-Organisation-Environment Model to predict the adoption of chatbots among SMEs. The proposed framework consists of the technology acceptance model core variables, perceived technology security, perceived organisational resources, pressure from customers and competitors, small and medium enterprise organisational culture, and anthropomorphism. Though previous studies have used this framework to predict the adoption of technology, the novelty of this study is its usage among SMEs to adopt chatbots and the moderating roles of organisational culture and anthropomorphism. The study offers some insights to both academics and practitioners. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2022.",,10.1007/978-3-030-95581-6_2,Anthropomorphism;Environment context;Organisational context;Technology Acceptance Model;Technology context;Technology-organisation-environment,,,True,True,False,False
rayyan-222135209,From Adoption to Adaptation: Bridging Digital Transformation and AI Integration in Contemporary SMEs,2023,,,Proceedings of the International Conference on Electronic Business (ICEB),16830040 (ISSN),23,,291-302,"Hu, H.A. and Tseng, H.-T. and Mou, J. and Kim, J. and Li E.Y. and Chang S.-I. and Yen B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181403784&partnerID=40&md5=c8429b0750ab2aec0304395ea6481eae,English,International Consortium for Electronic Business,"[""National Central University, Taoyuan, Taiwan"", ""Pusan National University, Busan, South Korea""]","In today's rapidly evolving business landscape with prevalent uncertainties, firms seek innovative strategies to remain competitive and sustainable. The ascent of digital transformation and artificial intelligence (AI) presents both opportunities and challenges, emphasizing swift adoption and adaptation. SMEs risk further losses by solely focusing on the advantages of new technologies without addressing organizational adaptability and culture. This strategy cannot simply be mirrored from larger enterprises. This study offers a two-phase exploration of the interplay between digital transformation and AI integration. The first phase, informed by literature and qualitative research, crafts a digital transformation strategy. The subsequent phase, through mixed-method case studies, assesses enterprise readiness for AI, resulting in a strategic model validated by industry practices, benefiting enterprise management and AI integration. This study highlights the critical linkage between digital transformation foundations and AI adoption readiness in SMEs, providing strategic insights based on a two-stage research approach. © 2023 International Consortium for Electronic Business. All rights reserved.",,,Adaptation;Adoption;Artificial intelligence;Digital transformation;Readiness;Electronic commerce;Integration;Adaptation;Adoption;Digital transformation;Innovative strategies;Intelligence integration;Large enterprise;Organizational adaptabilities;Organizational cultures;Readiness;Uncertainty;Artificial intelligence,,,True,True,False,False
rayyan-222135210,Interpretable Machine Learning for SME Financial Distress Prediction,2023,,,Lecture Notes in Networks and Systems,23673370 (ISSN); 978-303125343-0 (ISBN),624,,454-464,"Medianovskyi, K. and Malakauskas, A. and Lakstutiene, A. and Yahia, S.B. and Laouar M.R. and Balas V.E. and Lejdel B. and Eom S. and Boudia M.A.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148016591&doi=10.1007%2f978-3-031-25344-7_42&partnerID=40&md5=3d9023cfdf2387a2e5edc27b0e23ebd1,English,Springer Science and Business Media Deutschland GmbH,"[""Tallinn University of Technology, Tallinn, Estonia"", ""Kaunas University of Technology, Kaunas, Lithuania""]","This study seeks to add to the existing literature on SME entity financial distress prediction by estimating models using Logistic Regression, Random Forests, Gradient Boosting (XGBoost and Catboost), and Artificial Neural Networks. Shapley’s Additive Explanations (SHAP) framework is used for modeling result interpretation and validation. Findings suggest that the most accurate way to estimate financial distress for SME entities is by employing the Catboost modeling technique. In addition, it was determined that historically overdue SMEs that are younger than ten years old and have a cash ratio below 20% are significantly more likely to experience financial distress. The study also finds that ‘hazardous’ feature combinations interact towards significantly higher (or lower) financial distress. Most notable are company age interactions, historic overdue accounts receivable, and cash ratios. Finally, applying explainable artificial intelligence techniques lowers the inherent opaqueness of SME entities, thus reducing information asymmetries between companies and potential lenders. © 2023, The Author(s), under exclusive license to Springer Nature Switzerland AG.",,10.1007/978-3-031-25344-7_42,Explainable AI;Financial distress prediction;SHAP;SME,,,True,True,False,False
rayyan-222135211,Investigating the Potential of AutoML as an Instrument for Fostering AI Adoption in SMEs,2022,,,Communications in Computer and Information Science,18650929 (ISSN); 978-303107919-1 (ISBN),1593,,360-371,"Olsowski, S. and Schlögl, S. and Richter, E. and Bernsteiner, R. and Uden L. and Ting I.-H. and Feldmann B.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135008079&doi=10.1007%2f978-3-031-07920-7_28&partnerID=40&md5=1a52586b7eb5f7949f38d1f5d54ffa7d,English,Springer Science and Business Media Deutschland GmbH,"Department of Management, Communication and IT, MCI – The Entrepreneurial School, Universitätsstraße 15, Innsbruck, 6020, Austria","Artificial Intelligence (AI) has emerged as a mature and value-adding technology in business. Yet, its adoption is often challenging, due to both a lack of financial resources as well as staff. Particularly small and mid-sized enterprises (SME) risk to be left behind. AutoML, an instrument that helps automate certain AI tasks and thus reduces the need for dedicated staff, promises to overcome some of these AI adoption challenges. Investigating this problem space, the given paper reports on the results of a study exploring AI strategies, initiatives and obstacles SMEs in Germany, Austria and Switzerland face, and how AutoML may help with them. Results from an interview study with representatives from 12 different manufacturing companies suggest that AutoML can facilitate AI adoption, especially to overcome limited data science expertise and to enable prototyping. In this, it may further support strategic decision-making and create awareness for AI-driven innovation. Yet, a basic level of AI majority is required for AutoML to tap its full potential. © 2022, Springer Nature Switzerland AG.",,10.1007/978-3-031-07920-7_28,AI readiness;Artificial Intelligence;AutoML;SME;Artificial intelligence;Artificial intelligence readiness;Austria;Automl;Financial resources;Interview study;Limited data;Manufacturing companies;Problem space;Small and mid-sized enterprise;Switzerland;Decision making,,,True,True,False,False
rayyan-222135212,How SMEs Ought to Operationalize AI Risk Assessments Under the AI Act,2023,,,CEUR Workshop Proceedings,16130073 (ISSN),3456,,51-59,"Ufert, F. and Goldberg, Z.J. and Murukannaiah P.K. and Hirzle T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171145408&partnerID=40&md5=a106bdc05cc192b3dd6f062573cb5665,English,CEUR-WS,"Trilateral Research Ltd, Marine Point, 2nd Floor, Belview Port, Waterford, X91 W0XW, Ireland","Although the current draft of the AI Act contains explicit provisions and general exclusions that create significant innovation opportunities for SMEs, these companies will still need to comply with most provisions of the Act. After surveying these opportunities, this position paper recommends concrete steps how SMEs can overcome the challenges associated with the operationalization of the AI Act through work processes that evidence compliance and aim to create responsible and trustworthy AI. These steps include risk and impact assessments methods and best practice approaches to embed them in company procedures. © 2020 Copyright for this paper by its authors.",,,AI Act;impact assessment;innovation-friendly;operationalization of AI Act;risk assessment;SME compliance;'current;AI act;Best practices;Impact assessments;Innovation-friendly;Operationalization of AI act;Position papers;Risks assessments;SME compliance;Work process;Risk assessment,,,True,True,False,False
rayyan-222135213,Maturity assessment for Industry 5.0: A review of existing maturity models,2023,,,Journal of Manufacturing Systems,02786125 (ISSN),66,,200-210,"Hein-Pensel, F. and Winkler, H. and Brückner, A. and Wölke, M. and Jabs, I. and Mayan, I.J. and Kirschenbaum, A. and Friedrich, J. and Zinke-Wehlmann, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145647308&doi=10.1016%2fj.jmsy.2022.12.009&partnerID=40&md5=c54fa61860c03e2077668e79984e5829,English,Elsevier B.V.,"[""Institute for Applied Informatics at the University of Leipzig, Leipzig, 04109, Germany"", ""Chemnitz University of Technology, Chemnitz, 09107, Germany"", ""University of Leipzig, Leipzig, 04109, Germany""]","With the introduction of Industry 5.0, a new paradigm shift is planned. Whereas Industry 4.0 is still focused primarily on economic objectives to be achieved through digital transformation and automation of monotonous work processes, Industry 5.0 will also bring in social and ecological objectives. The focus is on holistic, sustainable, and human-centered value creation. Thus, the complexity of digitalization is increasing with the implementation of direct collaboration between humans and machines. In particular, small and medium-sized enterprises (SMEs) are faced with major challenges as they have limited resources for implementing a successful digitalization strategy. This makes the use of maturity models (MMs) a valuable tool for shaping the strategically aligned digitalization transition of companies. In this context, this paper reviews whether the currently existing MMs for Industry 4.0 address the specific requirements of Industry 5.0, and sufficiently consider a human-centered approach along with the assessment of readiness for disruptive technologies in companies (especially SMEs). The study examines currently existing Industry 4.0 MMs as a part of a systematic literature review. A total of 297 German- and English-language publications were found and systematically investigated, of which 24 MMs provided sufficient scientific information in the end. These were categorized using a self-developed evaluation matrix. Furthermore, they were evaluated and discussed regarding their human-centered approach and applicability to SMEs. Through the analysis, key characteristics for Industry 4.0 MMs were identified, which can serve as a basis for the development of an Industry 5.0 assessment for SMEs. © 2022 The Authors",,10.1016/j.jmsy.2022.12.009,Human-centered AI;Industry 4.0;Maturity models;SME;Systematic literature review;Digital automation;Digital transformation;Economic objectives;Human-centered AI;Maturity assessments;Maturity model;Paradigm shifts;Small and medium-sized enterprise;Systematic literature review;Work process;Industry 4.0,,,False,True,False,False
rayyan-222135215,An advanced decision support platform in energy management to increase energy efficiency for small and medium enterprises,2020,,,Applied Sciences (Switzerland),20763417 (ISSN),10,10,,"Grigoras, G. and Neagu, B.-C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085709212&doi=10.3390%2fapp10103505&partnerID=40&md5=aaa6abe06202b5164e8045035c9e2fe7,English,MDPI AG,"Power Engineering Department, Gheorghe Asachi Technical University of Iasi, Iasi, 700050, Romania","The paper presents a new vision on the energy consumption management in the case of the small and medium enterprises (SMEs), integrated into an advanced decision support platform, with technical and economic benefits on increasing the energy efficiency, with four modules for database management, profiling, forecasting, and production scheduling. Inside each module, artificial intelligence and data mining techniques were proposed to remove the uncertainties regarding the dynamic of technological flows. Thus, the data management module includes the data mining techniques, that extract the technical details on the energy consumption needed in the development of production scheduling strategies, the profiling module uses an original approach based on clustering techniques to determine the typical energy consumption profiles required in the optimal planning of the activities, the forecasting module contains a new approach based on an expert system to forecast the total energy consumption of the SMEs, and production scheduling module integrates a heuristic optimization method to obtain the optimal solutions in flattening the energy consumption profile. The testing was done for a small enterprise from Romania, belonging to the domain of trade and repair of vehicles. The obtained results highlighted the advantages of the proposed decision support platform on the decrease in the intensity of energy consumption per unit of product, reduction of the purchase costs, and modification of the impact for which energy bills have on the operational costs. © 2020 by the authors.",,10.3390/app10103505,Artificial intelligence techniques;Decision support platform;Energy efficiency;Energy management;Small and medium enterprises,,,True,True,True,False
rayyan-222135216,A Study on Smart Factory Efficiency of Small and Medium-sized Enterprises Based on Electricity and Electronics,2022,,,Journal of System and Management Sciences,18166075 (ISSN),12,2,437-448,"Lee, D.-Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132246472&doi=10.33168%2fJSMS.2022.0223&partnerID=40&md5=fba9688bee5489b012c29b38da6d3361,English,Success Culture Press,"Department of Electrical and Electronic Engineering, Joongbu University, Goyang, 10279, South Korea","It is important to manage the analysis and utilization of various information and data generated in real-time to enhance the efficiency of the smart factory of electric and electronic-based small and medium-sized enterprises. The core task of a Smart factory is to establish an integrated data hub to process storage, management, and analysis in real-time, and to manage cluster processes, energy, environment, and safety in an integrated manner. Smart factory efficiency is important to improve reliability through accurate analysis and collection of production data by real-time monitoring of production site management for SMEs. In particular, as various advanced equipment related to artificial intelligence is included in the configuration of the Smart factory, the efficiency of data collection and utilization produced at the manufacturing site is gradually increasing. In this paper, we analyze the enterprise application cases of SCM, MES, and CPS, which are smart factory technologies applied to the manufacturing sites of SMEs based on electricity and electronics. By analyzing the platform technology competitiveness, which is the key to the introduction of the smart factory, it is intended to enhance the efficiency of applying and operating the smart factory for SMEs. © 2022, Success Culture Press. All rights reserved.",,10.33168/JSMS.2022.0223,artificial intelligence;data hub;platform technology;real-time;Smart factory;SMEs,,,True,True,False,False
rayyan-222135217,"“I Access Your Data, You Access Mine”: Requiring Data Reciprocity in Payment Services",2020,,,IIC International Review of Intellectual Property and Competition Law,00189855 (ISSN),51,3,307-329,"Di Porto, F. and Ghidini, G.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081570892&doi=10.1007%2fs40319-020-00914-1&partnerID=40&md5=69a10e164d39a46591dc7fa93354d8d0,English,Springer,"[""Forchheimer Visiting Professor, Hebrew University, Jerusalem, Israel"", ""Professor of IP and Competition Law, Luiss University, Rome, Italy""]","Article 36 of the EU Payment Services Directive 2 No. 2015/2366 (hereinafter also referred to as PSD2) awards digital operators, so-called third-party payment providers (TPPs), the right to freely access users’ payment accounts data (known as the XS2A rule), typically retained by incumbent banks to provide payment initiating services (PIS) or account information services (AIS). The stated goal of the XS2A rule is to help an infant industry grow: that of Fintech payment services. However, mounting evidence suggests that unlike Fintech startups, big techs may benefit from the norm, putting a much stronger challenge to established banks. The latter indeed have less access to data about consumers’ behavior (preferences, habits and conducts), less analytics capacity, and thus are placed in a competitive disadvantage by the XS2A, compared to their big tech rivals. According to many, that may result in competition harm and consumer welfare reduction in the medium and long run. The article revisits the rationales for introducing the XS2A rule by critically assessing its asserted goals (Part 1). It then suggests (Part 2) that to level the playing field among the market players involved and increase its overall proportionality, the norm be revisited. In the relationship between big tech and the banks, we propose to complement the XS2A rule with a “reciprocity clause”. Instead of free access to customers’ account data, big tech would pay by counter-providing access to the behavioral data in their possession pertaining to the same customers concerned by the XS2A, and upon their consent. Data thus transmitted would only be available upon condition of reuse to increase the efficiency of the payment service provision. Reciprocity would greatly enhance data circulation among market participants, while fostering competition among them, creating incentives for more innovation and strengthening the overall proportionality of the XS2A rule. © 2020, Max Planck Institute for Innovation and Competition, Munich.",,10.1007/s40319-020-00914-1,Access to account;Algorithms;Artificial intelligence;Banks;Big data;Big tech;Competition;Database;Digital conglomerates;Financial markets;Fintech;Platforms;Privacy;Regulation;SMEs;XS2A,,,False,False,False,True
rayyan-222135218,The adoption of artificial intelligence in SMEs - A cross-national comparison in German and Chinese healthcare,2021,,,CEUR Workshop Proceedings,16130073 (ISSN),2991,,84-98,"Dumbach, P. and Liu, R. and Jalowski, M. and Eskofier, B.M. and Forbrig P. and Hinkelmann K. and Kirikova M. and Lantow B. and Moller C. and Morichetta A. and Plebani P. and Re B. and Sandkuhl K. and Seigerroth U.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118858808&partnerID=40&md5=589f414350f260faddec83dbac177795,English,CEUR-WS,"[""Machine Learning and Data Analytics Lab, Department Artificial Intelligence in Biomedical Engineering (AIBE), Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU), Germany"", ""Friedrich-Alexander-Universtität Erlangen-Nürnberg (FAU), Germany""]","Artificial Intelligence (AI) as an emerging technology is increasingly applied in the healthcare sector. Moreover, the AI-related progress and technology application is not only driven by traditional companies but even more by the establishment of small and medium-sized enterprises (SME) in healthcare, the innovation process as well as dynamic product development in the very same organizations. We chose a multiple-case study design using expert interviews with 14 SMEs, equally distributed from China and Germany to analyze the adoption of AI in healthcare SMEs. Our results contribute to current empirical research with a cross-national comparison in Germany and China on the status of AI development and adoption, the perceived advantages and challenges of AI, as well as the expected future development and implementation of AI in healthcare in the upcoming five years. Copyright © 2021 for this paper by its authors.",,,Adoption;Artificial Intelligence;Benefits;Challenges;China;Digital Transformation;Germany;Healthcare;Interview Study;Qualitative-Empirical Study;SME;Artificial intelligence;Adoption;Benefit;Challenge;China;Digital transformation;Empirical studies;Germany;Interview study;Qualitative-empirical study;Small and medium-sized enterprise;Health care,,,True,True,False,False
