key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files,[],match,reason
rayyan-304847767,Leveraging Reinforcement Learning and WaveFunctionCollapse for Improved Procedural Level Generation,2021,,,"PROCEEDINGS OF THE 16TH INTERNATIONAL CONFERENCE ON THE FOUNDATIONS OF DIGITAL GAMES, FDG 2021",978-1-4503-8422-3,,,,"Babin, M and Katchabaw, M",,English,,"Univ Western Ontario, London, ON, Canada","This work presents a novel approach to training Reinforcement Learning (RL) agents to serve as heuristics for theWaveFunctionCollapse (WFC) algorithm in the production of procedurally generated video game levels. While the algorithm's original minimal entropy heuristic is sufficient for constructing levels that look visually appealing, it is often the case that these levels suffer when playability is concerned. The approach presented in this work involves replacing this heuristic with a set of deep neural networks trained using RL to direct the algorithm in the construction of playable levels for the original Super Mario Bros. (SMB). We evaluate the performance of our models using a game-playing A*-based agent provided by the Mario AI Competition Framework and designate a simple reward function which reflects the quality of generated levels based on the A* agent's ability to successfully navigate them. Results using this approach show an increase in the percentage of playable levels generated using our learned heuristics over those using minimal entropy.",,10.1145/3472538.3472541     WE  - Conference Proceedings Citation Index - Science (CPCI-S),procedural content generation;wavefunctioncollapse;reinforcement learning,,,,,False,"The article focuses on using deep neural networks and reinforcement learning for video game level generation, not on AI adoption in SMEs or its impact on organizational performance and competitiveness."
rayyan-304847768,ONTOGENETIC DEVELOPMENT OF THE INHIBITION OF GROWTH-HORMONE RELEASE BY SOMATOSTATIN IN THE RAT - INVIVO AND INVITRO (PERIFUSION) STUDY,1981,,,JOURNAL OF ENDOCRINOLOGY,"[""0022-0795"", ""1479-6805     J9  - J ENDOCRINOL     JI  - J. Endocrinol.""]",89,3,355-363,"RIEUTORT, M",,English,,"COLL FRANCE, PHYSIOL DEV LAB, F-75231 PARIS 5, FRANCE     PU  - BIOSCIENTIFICA LTD     PI  - BRISTOL     PA  - STARLING HOUSE, 1600 BRISTOL PARKWAY N, BRISTOL, ENGLAND","An in vitro study of GH [growth hormone] secretion by rat fetal and neonatal pituitary glands was conducted using a perifusion system. After a 2 h period, the GH content of the effluent was constant. Theophylline, TRH and rat stalk medium eminence extract (SME) were effective stimuli of GH release from the pituitary glands of the 19.5 day old fetuses. Somatostatin, added to the medium (10 .mu.g/ml), had no inhibitory effect on GH release (basal or stimulated by either theophylline or SME) before day 4 after birth. After postnatal day 5, somatostatin always inhibited GH secretion. These findings were consistent with the results of experiments in vivo. In rats tested within 4 days of birth, sodium pentobarbitone-stimulated plasma GH levels were not reduced by somatostatin; on day 4 and thereafter somatostatin depressed the response to pentobarbitone injection. A postnatal maturation of the regulation of GH release by the hypothalamo-hypophyseal system in the rat is indicated.",,10.1677/joe.0.0890355     WE  - Science Citation Index Expanded (SCI-EXPANDED),,,,,,False,"The article focuses on growth hormone secretion in rats and does not address the use of AI, ML, DL, ANN, or NN in SMEs or their organizational performance."
rayyan-304847769,Modified solvent microextraction with back extraction combined with liquid chromatography-fluorescence detection for the determination of citalopram in human plasma,2008,3,10,ANALYTICA CHIMICA ACTA,"[""0003-2670"", ""1873-4324     J9  - ANAL CHIM ACTA     JI  - Anal. Chim. Acta""]",610,2,211-216,"Bagheri, H and Khalilian, F and Babanezhad, E and Es-Haghi, A and Rouini, MR",,English,,"[""Sharif Univ Technol, Dept Chem, Tehran, Iran"", ""Univ Tehran Med Sci, Fac Pharm, Dept Pharmaceut, Biopharmaceut & Pharmacokinet Div, Tehran 141556451, Iran""]","A modified solvent microextraction with back extraction method (SME/BE) combined with high performance liquid chromatography and fluorescence detection (HPLC-FD) was developed for the determination of citalopram in human plasma. Extraction process was performed in a home-made total glass vial without using a teflon ring, usually employed in SME/BE. Citalopram was first extracted from 0.5 mL of plasma, modified with sodium hydroxide, into hexane. Back extraction step was then performed into 5.2 mu L, of 45 mM ammonium formate solution (pH 4) using a GC microsyringe. The extract was subsequently transferred into a liner-like vial and then injected into the HPLC system. An enrichment factor of 150 along with a good sample clean-up was obtained. The calibration curve showed linearity in the range of 1.0-130.0 ng mL(-1) with regression coefficient corresponding to 0.992. This range covers therapeutic window and even lower amounts which is important in pharmacokinetic studies. Limits of detection and quantification, based on a signal to noise ratio (S/N) of 3 and 10, were 0.3 and 0.8 ng mL(-1), respectively. The method was also applied for the determination of citalopram in plasma samples after oral administration of 40 mg single dose of citalopram. (c) 2008 Elsevier B.V All rights reserved.",,10.1016/j.aca.2008.01.047     WE  - Science Citation Index Expanded (SCI-EXPANDED),modified solvent microextraction with back extraction;high performance liquid chromatography-fluorescence detection;citalopram;human plasma;SOLID-PHASE MICROEXTRACTION;SEROTONIN REUPTAKE INHIBITORS;GAS-CHROMATOGRAPHY;MASS-SPECTROMETRY;ACTIVE METABOLITES;SAMPLE CLEANUP;AQUATIC MEDIA;WATER SAMPLES;ANTIDEPRESSANTS;FLUOXETINE,,,,,False,"The article focuses on a chemical extraction method for drug analysis in plasma, unrelated to AI or technology use in SMEs."
rayyan-304847770,Impact of electrolyzed water as pre-treatments on drying properties and total colour difference of fresh-cut 'Tommy Atkins' mangoes,2023,8,,HELIYON,2405-8440     J9  - HELIYON     JI  - Heliyon,9,8,,"Yanclo, LA and Belay, ZA and Sigge, GO and Caleb, OJ",,English,,"[""Stellenbosch Univ, Fac Agrisci, Dept Food Sci, ZA-7602 Matieland, South Africa"", ""Stellenbosch Univ, African Inst Postharvest Technol, Fac Agrisci, Private Bag X1, ZA-7602 Matieland, South Africa"", ""Agr Res Council ARC Infruitec Nietvoorbij, Agrifood Syst & Om Lab, Postharvest & Agroproc Technol, Private Bag X5026, ZA-7599 Stellenbosch, South Africa""]","Mango fruits are a rich source of nutrients, however, due to their perishability and seasonality, minimal processing and drying offer the potential ensure a shelf stable and safe product. The use of sodium metabisulphite (SMB) as pre-treatment in the dried fruit industry has been widely adopted, but sulphite residue remains a health public concern. Therefore, this study investigated the effects of alkaline and acidic electrolyzed water (AIEW and AEW, mg/mL) as alternative pretreatments to SMB (1% w/w) for 'Tommy Atkins' mango slices prior to hot air drying at 60 degrees C. Fresh-cut and untreated samples were used as a control. During the drying process the weight of the slices were monitored every 60 min for 10 h, which was used to calculate moisture ratio (MR), drying rate (DR), and the experimental data of the samples were subjected to eight thin layer models. Colour parameters (L*, a*, and b*) were measured, and use to determine colour intensity (C*), hue angle (h degrees), and total colour difference (TCD) before and after drying. Based on measured weight, continuous decline in MR was recorded for all dried mango slices over the drying time irrespective on treatment. Out of the eight applied thin layer models Henderson & Pabis and Logarithmic were the best appropriate models describing and predicting the drying behavior of 'Tommy Atkins' mangoes (R2 = 0.94, RMSE >= 0.0006). Samples treated with AEW treated samples had lowest L*, h degrees, and TCD values (p < 0.05). No significant different were found in h degrees values amongst all pre-treated and dried samples (p > 0.05), but these samples were significantly different from dried untreated (control) and fresh samples (p < 0.05). Pre-treatments maintained the visual quality of dried 'Tommy Atkins' mango slices; SMB > AIEW > AEW > untreated (control). This study provided science-based evidence for the application of acidic and alkaline electrolyzed water as an alternative pre-treatment to sodium metabisulphite for the drying of 'Tommy Atkins' mango.",,10.1016/j.heliyon.2023.e18555,Hot air-drying;Thin layer models;Drying kinetics;Sulphur content;Agro-processing;HOT-AIR;MOISTURE DIFFUSIVITY;QUALITY ATTRIBUTES;SULFUR-DIOXIDE;KINETICS;MICROWAVE;PARAMETERS;ULTRASOUND;APPLE;SIMULATION,,,,,False,"The article focuses on food processing techniques for mango drying and does not address the use of AI, ML, DL, ANN, or NN in SME operations or their impact on organizational performance and competitiveness."
rayyan-304847771,Feature Enhanced Ensemble Modeling With Voting Optimization for Credit Risk Assessment,2024,,,IEEE ACCESS,2169-3536     J9  - IEEE ACCESS     JI  - IEEE Access,12,,115124-115136,"Yang, DQ and Xiao, BQ",,English,,"Nanjing Univ, Sch Management & Engn, Nanjing 210008, Peoples R China","Machine learning methods have gained widespread utilization in small and micro enterprise credit risk assessment. However, the practical application of these methods encounters a conundrum involving accuracy and interpretability. In this study, a multi-stage ensemble model is proposed to enhance the model's interpretability. To strengthen predictive portraits, a multi-feature enhancement method is proposed to integrate non-financial behavioral information and soft information on credit rating into the annual loan ledger data, thereby bolstering the explanatory capacity of the features. To rectify the issue of data imbalance and avoid information loss, a new bagging-based oversampling method is proposed to oversample the minority class samples in multiple parallelized subsets divided by the bagging strategy. To unleash the performance potential of base classifiers, a new voting-weight optimization method is proposed to optimize the soft voting weights of the candidate base classifiers. The experiment results of an annual loan ledger dataset of a commercial bank in China (with an accuracy of 97.9%, an area under the curve of 0.97, a logistic loss of 0.07, a Brier score of 0.01, and a Kolmogorov-Smirnov statistic of 0.38) and the other five public datasets indicating excellent model fit. By focusing on the widespread soft information and data structures characteristic of SME loan risk assessment data, an additional SHAP model explanation method enhances interpretability. This method reveals that the enhanced 'debt-to-income ratio,' along with non-financial behavioral information and features derived from soft information, are essential for predicting loan defaults. Such enhancements help to alleviate the issue of information asymmetry in SME loan risk assessment.",,10.1109/ACCESS.2024.3445499     WE  - Science Citation Index Expanded (SCI-EXPANDED),Risk management;Predictive models;Data models;Adaptation models;Accuracy;Training;Soft sensors;Credit risk;ensemble modeling;feature enhancement;model interpretability;voting optimization;PERFORMANCE;PREDICTION,,,,,True,"The article focuses on the application of machine learning methods in SME credit risk assessment, addressing interpretability and data challenges, which aligns with investigating AI/ML use in SME operations and their impact on performance."
rayyan-304847772,Exploratory Data Analytics and PCA-Based Dimensionality Reduction for Improvement in Smart Meter Data Clustering,2024,4,2,IETE JOURNAL OF RESEARCH,"[""0377-2063"", ""0974-780X     J9  - IETE J RES     JI  - IETE J. Res.""]",70,4,4159-4168,"Shamim, G and Rihan, M",,English,,"AMU, ZHCET, Dept Elect Engn, Aligarh, India","The smart meter sends the meter readings to the utilities at desired frequency allowing better visibility of consumer electricity consumption behaviour by providing more data points for in-depth analysis and for generating insights using advanced data analytics and data science techniques. The granulated data helps utilities in designing schemes for audience suitable for demand response management to shift the peak hour demand to off-peak hours. In this paper, a method is proposed for load profile segmentation which can be used by utilities for identifying the characteristics of different users and targeting those whose demand curve can be flattened during peak hours with various demand response management schemes. Firstly, exploratory data analysis is done on the cleaned dataset to find the optimal epoch size, understand the distribution of data in each epoch, and use it for dimensionality reduction. For reducing the clustering computation time, dimensionality reduction is done by around 64% using Principal Component Analysis. The first six principal components are identified as carrying maximum variance using the cumulative variance technique in each epoch. Unsupervised Machine Learning based k-means clustering technique is applied to these principal components. The optimal value of k is evaluated using the WCSS technique where k = 5 and k = 3 for residential and SME users respectively is found. The average silhouette coefficient for residential users is 0.48 and for SME users is 0.51. Hence, well-separated clusters are formed with minimum intra-cluster distance using PCA for dimensionality reduction which is used for load profile segmentation and Post Clustering Analysis.",,10.1080/03772063.2023.2218317,Cumulative variance;dimensionality reduction;elbow method;exploratory data analysis;k-means clustering;partitional clustering;post clustering analysis;principal component analysis;silhouette coefficient;unsupervised clustering;within cluster sum of square (WCSS),,,,,True,"The article applies machine learning techniques, specifically PCA and k-means clustering, to analyze SME electricity consumption data, which aligns with investigating AI/ML use in SME operations and their benefits."
rayyan-304847773,CHARACTERIZATION AND COMPARATIVE BACTERICIDAL ACTIVITY OF MONOCLONAL-ANTIBODIES TO BORDETELLA-PERTUSSIS LIPO-OLIGOSACCHARIDE-A,1991,4,,JOURNAL OF GENERAL MICROBIOLOGY,0022-1287     J9  - J GEN MICROBIOL     JI  - J. Gen. Microbiol.,137,,905-911,"ARCHAMBAULT, D and RONDEAU, P and MARTIN, D and BRODEUR, BR",,English,,,"Spleen cells from mice immunized with a Bordetella pertussis N-lauroyl sarcosine membrane extract (SME) were used to generate hybridoma cells lines producing monoclonal antibodies (mAbs).  Seven mAbs were shown to be specific to B. pertussis lipo-oligosaccharide (LOS) by immunoblotting of SME or purified LOS following SDS-PAGE.  All mAbs reacted with the B. pertussis Tohama I strain of the LOS AB phenotype, and did not react with the atypical variant strain 134 of the LOS B phenotype.  The immune reactivity of the mAbs was retained after treatment of SME with proteinase K and was lost after sodium periodate treatment.  No cross-reactivity was observed with the mAbs when tested against B. parapertussis and other Gram-negative bacteria.  However, all mAbs reacted with B. bronchiseptica.  Binding assays with live B. pertussis cells demonstrated that mAbs strongly reacted with cell surface exposed antigenic determinants.  High bacterial cell lytic capability was observed for five of these mAbs.  Concentrations between 0.22 and 2.2-mu-g mAb ml-1 (0.1 and 1-mu-g per 450-mu-l assay) purified by protein A were required to kill at least 50% of the bacteria.  Competition immunoassays with biotinylated antibodies showed that the bacteriolytic and non-bacteriolytic mAbs were directed to different epitopes of the B. pertussis LOS A.     PU  - SOC GENERAL MICROBIOLOGY     PI  - READING     PA  - HARVEST HOUSE 62 LONDON ROAD, READING, BERKS, ENGLAND RG1 5AS",,10.1099/00221287-137-4-905     WE  - Science Citation Index Expanded (SCI-EXPANDED),OUTER-MEMBRANE PROTEIN;INFLUENZAE TYPE-B;HEMOPHILUS-INFLUENZAE;NEISSERIA-MENINGITIDIS;ADENYLATE-CYCLASE;LIPOPOLYSACCHARIDE;HETEROGENEITY;IMMUNIZATION;PURIFICATION;PROTECTION,,,,,False,"The article focuses on immunology and monoclonal antibodies related to Bordetella pertussis, which is unrelated to AI or technology use in SMEs."
rayyan-304847774,SELIS BDA: Big Data Analytics for the Logistics Domain,2020,,,2020 IEEE INTERNATIONAL CONFERENCE ON BIG DATA (BIG DATA),"[""2639-1589"", ""978-1-7281-6251-5     J9  - IEEE INT CONF BIG DA""]",,,2416-2425,"Provatas, N and Kassela, E and Chalvantzis, N and Bakogiannis, A and Giannakopoulos, I and Koziris, N and Konstantinou, I",,English,,"[""Natl Tech Univ Athens, Athens, Greece"", ""Univ Thessaly, Lamia, Greece""]","In this paper we present the SELIS Big Data Analytics and Machine Learning System (BDA), an open-source cloud-enabled elastic system that has been designed and implemented in order to address data related issues from the logistics domain. By taking into consideration real-life data analytics needs from more than 40 EU logistics providers we present the detailed SELIS BDA architecture along with the generic data and execution model devised to accommodate their diverse needs. We describe the main technologies we have utilized to realize the respective offering and justify our choices from the wider open-source Big Data systems community. We experimentally test our offering under various workloads where we prove that it can scale to serve a large number of concurrent requests while its abstraction/orchestration poses a very small overhead compared to the stand-alone Big Data systems. We believe that the SELIS BDA can be an easy-to-use entry point for the big data analytics world for any logistics company especially from the SME domain.",,10.1109/BigData50022.2020.9378421     WE  - Conference Proceedings Citation Index - Science (CPCI-S),Logistics;Cloud Computing;Analytics,,,,,True,"The article discusses a machine learning system designed for logistics SMEs, aligning with the research focus on AI/ML adoption in SME operations and its impact on performance."
rayyan-304847775,A Probabilistic Model to Estimate Automated and Manual Visual Inspection Errors,2023,,,"FLEXIBLE AUTOMATION AND INTELLIGENT MANUFACTURING: THE HUMAN-DATA-TECHNOLOGY NEXUS, FAIM 2022, VOL 2","[""2195-4356"", ""2195-4364"", ""978-3-031-17628-9"", ""978-3-031-17629-6     J9  - LECT N MECH ENG""]",,,685-695,"Dubey, P and Jackman, J and Kremer, GE and Kremer, P",,English,,"Iowa State Univ, Ames, IA 50010 USA","Primary risks associated with visual inspection are missing a defect (Type II error) and identifying a defect that is a false alarm (Type I error). The focus of this paper is on defect detection on cylinder head surfaces using optical inspection techniques. Several factors were included in the study for their impact on defect identification: lighting, lens angle, camera distance, defect dimensions, and defect accessibility. Using the influence diagram technique, we used quantified uncertainties to determine how these factors affect Type I and Type II errors. For some defects, there can be significant variation in inspection performance results due to subjective judgment of inspectors. We also analyzed the reduction in Type II errors using a machine learning methodology to identify and classify defects. The influence diagram model is populated with data from an experimental study and subject matter expert (SME) input. Presented results may be used to identify and assess factors that can influence success of hybrid inspection processes and mitigate associated risks of Type I and Type II errors.",Excluded,10.1007/978-3-031-17629-6_72     WE  - Conference Proceedings Citation Index - Science (CPCI-S),Risk analysis;Remanufacturing;Manufacturing;Computer vision;Defects;Automation;Probabilistic model;Visual inspection;DECISION-MAKING,,,,,False,"The article focuses on defect detection using machine learning in visual inspection, not on AI/ML adoption by SMEs or its impact on organizational performance and competitiveness."
rayyan-304847776,EFFECTS OF SEED PRIMING ON GERMINABILITY AND BIOCHEMICAL PARAMETERS OF PRAECITRULLUS FISTULOSUS (STOCKS) PANGALO,2024,6,,BANGLADESH JOURNAL OF BOTANY,"[""0253-5416"", ""2079-9926     J9  - BANGL J BOT     JI  - Bangladesh J. Bot.""]",53,2,217-225,"Ingh, TS and Edi, SB and Ingh, RS",,English,,"Punjab Agr Univ, Dept Bot, Ludhiana 141004, India","The physiological dormancy of freshly harvested seeds of Praecitrullus fistulosus naturally overcomes to some extent if the seeds are stored before germination. Therefore, to avoid storage period, the priming treatments viz., GA 3 (150, 500, 1000 mu g/ml), cytokinin (150, 500, 1000 mu g/ml Kn), ethylene (150, 500,1000 mu l/l ethrel), KNO 3 (150, 500 mu g/ml), HNO 3 (150, 500 mu l/l), and water (hydropriming) were tested at 25 degrees C at intervals of 12 and 24 hours, respectively. Conventional seed priming can provide unpredictable outcomes for morpho-physiological characters, as what works for one species or variety may not be successful for another. As a result, it is necessary to investigate the metabolic components that affect seed physiology and germination. Therefore, in the present study, seed metabolic efficiency (SME) and various biochemical parameters were observed, such as total soluble sugars, total starch, total soluble protein, total free amino acids, and alpha-amylase content. It was observed that seeds primed with 500 mu gml-1 KNO 3 for 12 h and 24 h respectively, recorded maximum seed metabolic efficiency. Priming in GA 3 and KNO 3 showed significant improvement in the biochemical parameters which was manifested in better seed metabolic efficiency. Further, correlation analysis validated that SME exhibited a significant positive correlation with the content of total soluble sugar, total free amino acids, and alpha- amylase activity and negatively correlated with total starch and total soluble protein content. With appropriate priming treatments, it is possible to improve germinability, seed metabolic efficiency, and biochemical attributes of freshly harvested seed lots. This finding suggests that implementing these correlations could potentially alleviate dormancy states in related species within the same family.",,10.3329/bjb.v53i2.74425     WE  - Science Citation Index Expanded (SCI-EXPANDED),Germination;KNO 3;Praecitrullusfistulosus;Priming;Seed metabolic efficiency;GERMINATION;EMERGENCE,,,,,False,"The article focuses on seed physiology and biochemical treatments for seed dormancy, which is unrelated to the use of AI, ML, DL, or neural networks in SMEs' operations."
rayyan-304847777,Development of tablet defect detection model using biaxial planes discrete scanning algorithm,2023,10,,INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,"[""0268-3768"", ""1433-3015     J9  - INT J ADV MANUF TECH     JI  - Int. J. Adv. Manuf. Technol.""]",128,7,3041-3056,"Lin, HC and Xiao, SX",,English,,"Natl Chin Yi Univ Technol, Dept Elect Engn, Taichung, Taiwan","Oral administration is the most broadly used dosage form for drug delivery in a disease treatment. However, the tablet imperfections known as visual defects may significantly impact the efficacy and therapeutic effect. Accordingly, the tablet defect identified before bottling is a crucial issue in the pharmaceutical industry. Presently, the defect checking usually relies on either manual sampling, visual image processing or combination of deep learning methods in the manufactory. Nevertheless, currently it still lacks both simple and effective mechanism to tackle this problem in industry. For this reason, the tablet defect detection model is developed using a biaxial planes discrete scanning algorithm based on simple algebraic calculation. Therefore, actual tablet shape can be quickly identified, and the defect status can be thus evaluated accurately. Initially, the standard tablet shape is formed using biaxial planes discrete scanning process from both front and side views, respectively. Second, analog output signal generated from the image sensor is transformed into a series digital code in an array. Third, every tablet for investigation is processed following up the same steps as the standard tablet does. Finally, the defect status is determined using similarity gap and square mean error (SME) between the standard tablet and detected one. The experimental results reveal that the defect tablet has a significantly big similarity gap over the standard one up to 20% and 100% in front and side views, respectively. On the other hand, the square mean error (SME) reaches 7903 and 5393 in front and side views, respectively. It verifies that the proposed model can effectively justify the defect status in term of rapidness, accuracy, and robustness.",,10.1007/s00170-023-12126-1,Tablet;Discrete scanning;Defect;Image processing,,,,,False,"The article focuses on defect detection in pharmaceutical tablets using image processing and algebraic algorithms, not on AI or machine learning adoption by SMEs or their organizational impact."
rayyan-304847778,Laser-enabled organic coating for sustainable PFAS-free metal surfaces,2025,9,,MANUFACTURING LETTERS,2213-8463     J9  - MANUF LETT     JI  - Manuf. Lett.,45,,8-12,"Sanandaji, MM and Mollick, R and Ratner, A and Ding, HT",,English,,"Univ Iowa, Dept Mech Engn, Iowa City, IA 52242 USA","This study presents a laser-enabled organic coating (LASEO) approach that integrates laser texturing with gel-like carbon dot (G-CD) treatment to develop a PFAS-free alternative for metal surfaces. In this method, nanosecond laser-induced micro/nanostructures enhance coating adhesion, while the G-CD coating provides durable superhydrophilicity and even superwicking behavior. Experimental results show that LASEO-treated surfaces maintain a water contact angle below 10 degrees for over 30 days, outperforming conventional hydrophilic coatings. This scalable technique holds promise for applications in fluid transport and thermal management, offering a sustainable alternative to PFAS-based coatings. (c) 2025 Society of Manufacturing Engineers (SME). Published by Elsevier Ltd. All rights are reserved, including those for text and data mining, AI training, and similar technologies.",,10.1016/j.mfglet.2025.06.198     WE  - Emerging Sources Citation Index (ESCI),Organic Coating;Laser Texturing;Superwicking;Carbon Dot,,,,,False,"The article focuses on laser-enabled organic coatings for metal surfaces and does not address AI, ML, DL, ANN, or NN use in SMEs or their operational impact."
rayyan-304847779,Expert-in-the-loop AI for Polymer Discovery,2020,,,CIKM '20: PROCEEDINGS OF THE 29TH ACM INTERNATIONAL CONFERENCE ON INFORMATION & KNOWLEDGE MANAGEMENT,978-1-4503-6859-9,,,2701-2708,"Ristoski, P and Zubarev, DY and Gentile, AL and Park, N and Sanders, D and Gruhl, D and Kato, L and Welch, S and ASSOC COMP MACHINERY",,English,,"IBM Res Almaden, San Jose, CA 95120 USA","The use of AI in knowledge dense domains, e.g., chemistry, medicine, biology, etc. - is extremely promising, but often suffers from slow deployment and adaptation to different tasks. We propose a methodology to quickly capture the intent and expertise of a domain expert in order to train personalized AI models for specific tasks. Specifically we focus on the domain of polymer materials design and discovery: it often takes 10 years or more to design, synthesize, test, and introduce a new polymer material into the market. One way to accelerate up the design of polymer materials is through the use of computational methods to design the material, such as combinatorial screening, generative models, inverse design, etc. The drawback of these methods is that they generate a large number of candidates for new molecules, which then need to be manually reviewed by subject matter experts who select only a dozen for further investigation. Our solution is a human-in-the-loop methodology where we rank the candidates according to a utility function that is learned via the continued interaction with the subject matter experts, but which is also constrained by specific chemical knowledge. We prove the viability of our proposed methodology in a polymer production lab and we (i) evaluate against datasets of polymers previously produced in the lab as well as (ii) producing several novel materials that are undergoing experimental development, and (iii) quantitatively show that standard synthetic accessibility scores do not inform about patterns of SME decisions.",Excluded,10.1145/3340531.3416020     WE  - Conference Proceedings Citation Index - Science (CPCI-S),DESIGN,,,,,False,"The article focuses on AI applications in polymer materials design, not on AI use in SMEs or its impact on organizational performance and competitiveness."
rayyan-304847780,Optimization and Simulation of Extrusion Parameters in Polymer Compounding: A Comparative Study Using BBD and 3LFFD,2025,6,20,POLYMERS,2073-4360     J9  - POLYMERS-BASEL     JI  - Polymers,17,13,,"Alsadi, J",,English,,"Jadara Univ, Fac Engn, Irbid 21110, Jordan     PU  - MDPI     PI  - BASEL     PA  - MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND","Many research studies have looked at process characteristics to improve color choices and create more simulation-accurate models. This research evaluated the processing factors speed (Sp), temperature (T), and feed rate (FRate) and employed two response surface techniques, the three-level full-factorial design (3LFFD) and Box-Behnken design (BBD), to optimize uniform processing settings. An experimental approach was employed to optimize process parameters while holding all other variables constant. The Design Expert software enabled the creation of statistical and numerical optimization models, as well as simulated regression models, to find the optimal tristimulus color values with minimal color variance (dE*). The three examined parameters significantly affected the color parameters dL*, da*, and db*, and specific mechanical energy (SME) based on the analysis of variance (ANOVA). In addition, SME was calculated for the experimental trials. A decrease in SME was found as the FRate increased. The collected data were analyzed to determine pigment dispersion using scanning electron microscopy (SEM) as well as micro-CT (MCT) scanner images. Regarding the BBD, the processing conditions revealed a minimum deviation of 0.26 but a maximum design desirability appeal of 87%. The three-level full-factorial design (3LFFD) revealed a maximum desirability of 77% and a minimum acceptable color variation (dE*) of 0.25. Therefore, BBD had a marginally superior performance. These results demonstrate that the processing parameters have a significant impact on the output quality, including reducing variation, improving color consistency, minimizing waste, and promoting sustainable production. This study found that both sets of process parameters were statistically significant after comparing the two designs. However, BBD is the preferred design for the selection needed and offers better outcomes in future experiments.",,10.3390/polym17131719     WE  - Science Citation Index Expanded (SCI-EXPANDED),polycarbonate;interaction for processing parameters;optimization;simulation;3LFFD and BBD;regression models;microscopic characterization;PROCESSING PARAMETERS;DISPERSION;FLOW,,,,,False,"The article focuses on optimizing processing parameters for color consistency using statistical designs, without addressing AI, ML, DL, ANN, or NN usage in SMEs or their impact on organizational performance."
rayyan-304847781,Mismatched duplexed aptamer-isothermal amplification-based nucleic acid-nanoflower for fluorescent detection of okadaic acid,2023,10,30,FOOD CHEMISTRY,"[""0308-8146"", ""1873-7072     J9  - FOOD CHEM     JI  - Food Chem.""]",424,,,"Shan, WC and Chen, KR and Sun, JF and Liu, RQ and Xu, WT and Shao, B",,English,,"[""China Agr Univ, Coll Vet Med, Dept Vet Pharmacol & Toxicol, Beijing 100193, Peoples R China"", ""Beijing Ctr Dis Prevent & Control, Beijing 100013, Peoples R China"", ""China Agr Univ, Inst Nutr & Hlth, Dept Nutr & Hlth, Beijing 100083, Peoples R China"", ""Food Lab Zhongyuan, Luohe 462300, Peoples R China""]","We developed a highly sensitive fluorescent assay to detect okadaic acid (OA), a prevalent aquatic toxin posing serious health risks. Our approach uses a mismatched duplexed aptamer (DA) immobilized on streptavidinconjugated magnetic beads (SMBs) to create a DA@SMB complex. In the presence of OA, the cDNA unwinds, hybridizes with a G-rich segment pre-encoding circular template (CT), and undergoes rolling circle amplification (RCA) to produce G-quadruplexes, which are detected using the fluorescent dye thioflavine T (ThT). The method has a LOD of 3.1 x 10-3 ng/mL, a linear range of 0.1 - 1.0 x 103 ng/mL, and was successfully applied to shellfish samples with spiked recoveries of 85.9% - 102.2% and RSD less than 13%. Furthermore, instrumental analysis confirmed the accuracy and reliability of this rapid detection method. Overall, this work represents a significant advancement in the field of rapid aquatic toxin detection and has important implications for public health and safety.",,10.1016/j.foodchem.2023.136374,Marine toxin;Okadaic acid;Rolling circle amplification;G-quadruplex;Fluorescent aptasensor;Okadaic acid (PubChem CID446512);Thioflavine T (PubChem CID16953),,,,,False,"The article focuses on developing a fluorescent assay for detecting aquatic toxins, which is unrelated to the use of AI, ML, DL, ANN, or NN in SMEs' operations and their impact on organizational performance."
